46.619047619%	0.00200009346008
59.0%	0.00300002098083
65.6666666667%	4.99800014496
44.0%	5.0039999485
74.0%	5.00800013542
64.0%	5.00800013542
69.0%	5.00300002098
92.5483870968%	0.00100016593933
99.0%	0.00399994850159
99.0%	0.00300002098083
79.0%	0.00399994850159
99.0%	0.00100016593933
99.0%	0.00300002098083
35.3636363636%	5.02500009537
99.0%	5.0150001049
99.0%	0.00400018692017
99.0%	0.00100016593933
92.75%	0.00499987602234
99.0%	0.0019998550415
99.0%	0.0
3.7619047619%	0.00399994850159
84.0%	0.000999927520752
89.4761904762%	5.00999999046
89.0%	5.00800013542
99.0%	5.00100016594
44.0%	5.00400018692
44.0%	5.0
95.7741935484%	0.00200009346008
99.0%	0.00399994850159
99.0%	0.0019998550415
79.0%	0.00300002098083
99.0%	0.0
99.0%	0.0019998550415
35.3636363636%	5.00899982452
99.0%	5.01599979401
99.0%	5.00099992752
99.0%	5.01399993896
92.75%	0.00499987602234
99.0%	0.00300002098083
99.0%	0.0019998550415
41389.4761905%	5.02600002289
50349.0%	5.04200005531
43994.2380952%	1.67199993134
50754.0%	1.71000003815
50959.0%	1.78299999237
50764.0%	1.80800008774
48599.0%	1.87800002098
79.9523809524%	0.0
49.0%	0.000999927520752
46.619047619%	5.00699996948
54.0%	5.01300001144
49.0%	5.0150001049
54.0%	5.00699996948
49.0%	5.0110001564
92.5483870968%	0.0019998550415
99.0%	0.00600004196167
95.6666666667%	0.00500011444092
79.0%	0.00300002098083
99.0%	0.00399994850159
99.0%	0.00200009346008
